,bonus,deferral_payments,deferred_income,director_fees,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,restricted_stock,restricted_stock_deferred,salary,shared_receipt_with_poi,to_messages,total_payments,total_stock_value,bonus_ratio,expenses_ratio,other_ratio,salary_ratio,to_poi_ratio,from_poi_ratio,
49,0.875172284,1,1,0,0.799345912,0,0.29596408,0.409018353,0,0.929300296,0.424327938,0.775119907,0,0.893313028,0.563662634,0.511126713,0.811637653,0.799790287,0.099142117,0,0.000295746,0.082906282,0.547826087,0,
50,0,1,0,1,0.466654893,0,0,0,0,0,0,0,1,0,0,0,0.62515391,,0,0,0,0,0,0,
51,0.858951484,0,0,0,0.770129763,0.874148219,0.39765285,0.382379157,0.553428266,0.830581696,0.681934868,0.755295962,0,0.887454959,0.616222839,0.555500018,0.772897607,0.773924144,0.156600609,0.030900707,0.038822345,0.156199453,0.297066778,0.613636364,
52,0.875172284,0,0,0,0.824097487,0.916231092,0.827008191,0.722788687,0.875764675,0.855830725,0.389602497,0.86059932,0,0.920031294,0.913711603,0.842606829,0.788814809,0.844025089,0.151073303,0.038719613,0.000256976,0.183253051,0.171583058,0.070751276,
53,0.793430575,0,1,0,0.765902818,0,0.312941186,0.382379157,0.412705035,0.810459273,0.738666598,0.803586345,0,0.892070356,0.705648149,0.637186125,0.698848151,0.788886259,0.216778962,0,0.380715235,0.653288211,0.134971645,0.578947368,
54,0.846736552,0,0,0,0,0,0.382704202,0.580065838,0.438307108,0.846023253,0.71925208,0.815220677,0,0.894958752,0.932533895,0.818799071,0.772151931,0.759887977,0.130752288,0,0.071920878,0.175801663,0.086785697,0.342105263,
55,0,0,0,0,0.82414668,0.76040243,0,0,0,0,0,0.828430375,0,0.882531819,0,0,0.668585261,0.831710809,0,0.052049686,0,1,0,0,
56,0,0,1,1,0,0.579769585,0,0,0,0,0,0,0,0,0,0,0.38766511,0,0,1,0,0,0,0,
57,0.811529481,1,1,0,0.788840255,0.864661064,0.564845786,0.658131398,0.646371899,0,0.412173035,0.782843575,1,0.875757651,0.785301505,0.739896172,0.778516341,0.772915665,0.066435355,0.024779167,0.000447737,0.119653157,0.305921191,0.216216216,
58,0.880646431,1,1,0,0.905639163,0.75554467,0,0,0,0.923845711,0.915839224,0.92002651,0,0.89759255,0,0,0.842256062,0.913548549,0.061465906,0.001987809,0.472158511,0.050009013,0,0,
59,0.862547491,1,1,0,0.849972693,0,0.727094172,0.806291681,0.710288911,0.877073944,0.798631989,0.830649837,0,0.912901396,0.92127655,0.848489422,0.795005433,0.849951567,0.110260126,0,0.170043579,0.148021902,0.274923793,0.067426401,
60,0,0,0,0,0.812387735,0,0.377204914,0,0,0,0,0.801814952,0,0,0.284852118,0.649297091,0,0.815903563,0,0,0,0,0,0,
61,0,0,0,0,0.739232035,0,0,0,0,0,0,0.72346751,1,0,0,0,0,0.724308904,0,0,0,0,0,0,
62,0,0,0,0,0.780338912,0,0,0,0,0,0,0,0,0,0,0,0,0.764585942,0,0,0,0,0,0,
63,0.846736552,0,0,0,0,0.852751822,0.875034057,0.79361233,0.989603319,0,0.392508381,0.711447918,0,0.88726393,0.935911245,0.924376141,0.746876097,0.663158742,0.208468343,0.038358505,0.000584066,0.251821108,0.12222176,0.088878655,
64,0,0,0,0,0.633607774,0,0.312941186,0,0,0,0,0.726510036,0,0,0.576385095,0.676491847,0,0.69490998,0,0,0,0,0,0,
65,0,0,0,0,0,0,0,0,0,0,0.792380446,0,0,0,0,0,0.693536162,0,0,0,1,0,0,0,
66,0.79846629,1,1,0,0.825682238,0,0.35872232,0.5,0.345363474,0.789852298,0.44960269,0.779594578,0,0.895655602,0.691734528,0.622700341,0.750410901,0.820826089,0.090676192,0,0.001377617,0.265151861,0.341478261,0.233333333,
67,0.846736552,0,1,0,0.699717242,0.874067824,0,0,0,0.77123657,0.801037122,0.792538097,0,0.896388707,0,0,0.762688564,0.757344129,0.155704102,0.037270484,0.320966102,0.213559558,0,0,
68,0.877968878,1,1,0,0.76758381,0.910884647,0.790933812,0.828975701,0.685453974,0.892911623,0.672695078,0.797790972,1,0.921797578,0.893540915,0.861911177,0.821749857,0.767733184,0.086002698,0.019737683,0.013573754,0.10227019,0.278764085,0.031427099,
69,0.858951484,0,0,0,0.880868723,0.878278199,0.521312238,0.460911671,0,0.854215106,0.068011056,0.863565504,0,0.918450176,0.638543082,0.676337367,0.780390405,0.880331301,0.136375766,0.02831697,1.11E-06,0.209418613,0.157299294,0,
70,0,0,0,0,0.529651396,0,0,0,0,0,0,0.68068069,0,0,0,0,0,0.641344086,0,0,0,0,0,0,
71,0.818939554,0,0,0,0.811177376,0.916220136,0,0,0,0,0.860344355,0.99612531,0,0.910018525,0,0,0.784327805,0.933569739,0.06713852,0.042056826,0.56114868,0.173172884,0,0,
72,0,0,1,1,0.747784422,0,0,0,0,0,0,0.647829718,1,0,0,0,0.614207433,0.73268864,0,0,0,0,0,0,
73,0,0,1,1,0,0.587837566,0,0,0,0,0,0,0,0,0,0,0.615005063,0,0,0.016625094,0,0,0,0,
74,0,0,1,1,0,0.405491522,0,0,0,0,0,0,0,0,0,0,0.271133429,0,0,1,0,0,0,0,
75,0.912784011,0,0,0,0.817278583,0.980112807,0.824658893,0.726181676,0.735890984,0.855830725,0.438506552,0.808944828,0,0.906913603,0.885771324,0.839181642,0.808800203,0.821253044,0.189949525,0.05889982,0.000391944,0.105574009,0.181191366,0.030958598,
76,0,1,0,0,0.696193218,0,0,0,0,0,0,0,0,0,0,0,0.586895776,0.682138926,0,0,0,0,0,0,
77,0,1,0,0,0.843755442,0.690104115,0.301934981,0.382379157,0.480046595,0,0,0,0,0.846264466,0.568718399,0.504875929,0.809886261,0.82672226,0,0.001610851,0,0.044481219,0.485054348,1,
78,0.869176035,0,0,0,0.953635666,0.840730546,0,0,0,0,0.892660215,0.966232179,0,0.896173977,0,0,0.810289516,0.959139302,0.092399811,0.010260349,0.58572932,0.088448375,0,0,
79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.633374158,0,0,0,0,0,0,0,
80,0.851077098,1,0,0,0.824593314,0.896514024,0.414745961,0.485493231,0.460484632,0.744999237,0.425939334,0.835058875,0,0.912581662,0.802258178,0.735266736,0.763685618,0.834216535,0.163784082,0.048269579,0.000735496,0.262680222,0.104876616,0.288461538,
81,0.837038477,1,0,0,0.862882002,0,0.355297018,0,0,0,0,0.802206029,0,0.897082994,0.677962238,0.652457424,0.753380238,0.854675812,0.158475211,0,0,0.256049914,0,0,
82,0,0,0,0,0.779989522,0,0.371399958,0.571444036,0.297583877,0,0,0.775605234,0,0,0.757911088,0.683504895,0,0.786433627,0,0,0,0,0.30223136,0.147058824,
83,0.862547491,0,1,0,0.757016771,1,0.408659055,0.633120593,0,0,0.671748343,0.787338101,0,0.896593527,0.866356239,0.775472595,0.763570943,0.777091733,0.1969573,0.173467863,0.039117719,0.210709868,0.185121659,0,
84,0,0,1,1,0.739161543,0,0,0,0,0,0,0,0,0,0,0,0.609999483,0.724239834,0,0,0,0,0,0,
85,0,0,1,0,0,0.879750617,0,0,0,0.805874744,0.798718164,0.779087286,0,0.794672992,0,0,0.733860534,0.726207122,0,0.068058808,0.526324076,0.088231128,0,0,
86,0,0,0,0,0.840707452,0.830060045,0.312941186,0.536964127,0.297583877,0.818731311,0.882547119,0.915433112,0,0.815575979,0.722522354,0.644997665,0.785580362,0.87956982,0,0.014191279,0.784871762,0.045441692,0.350490884,0.263157895,
87,0.869176035,0,0,0,0.836766197,0.862556256,0.921230154,0.789151494,0.990031925,0.816089738,0.440549851,0.922861211,0,0.92737627,0.974067981,0.982123255,0.778823956,0.88271768,0.165148135,0.024007137,0.000704426,0.244082325,0.068152532,0.057256991,
88,0.72431394,1,0,0,0.814009188,0,0,0,0,0.855830725,0.315335386,0,0,0.862017907,0,0,0.748543675,0.797576504,0.028878598,0,0.000162104,0.171827463,0,0,
89,0.803128635,0,0,0,0.772630378,0.816860222,0.29596408,0.110532365,0.364925437,0.856063038,0.777648729,0.834244194,0,0.876506724,0.782224225,0.710872311,0.767381927,0.807399394,0.071392374,0.016870963,0.201726394,0.148490084,0.006633222,0.5,
90,0.869176035,0,0,0,0.91739158,0.849731532,0,0,0,0.870441332,0.794496831,0.711447918,0,0.896422884,0,0,0.795291021,0.899733983,0.121867229,0.015122347,0.158220063,0.117060551,0,0,
91,0.854246415,0,0,0,0,0.881683295,0.307582969,0.409018353,0,0,0,0,0,0.903150529,0.444007342,0.490195156,0.755222905,0,0.201363205,0.046991449,0,0.269301402,0.671210341,0,
92,0,1,0,0,0.718070661,0.660980724,0,0,0,0,0,0,0,0,0,0,0.656401602,0.703574721,0,0.019104929,0,0,0,0,
93,0,1,0,0,0,0,0.267940597,0.451796934,0,0,0,0.722566877,0,0,0.467071632,0.64665659,0.486703572,0.673523007,0,0,0,0,0.197101449,0,
94,0,0,0,0,0,0,0,0,0,0,0,0.811940919,1,0,0,0,0,0.68619629,0,0,0,0,0,0,
95,0,0,1,0,0.876741636,0.886393018,0.355297018,0.588245297,0,0,0.846255479,0.871082405,1,0.443187191,0.72988354,0.658686905,0.743836199,0.873679782,0,0.061450758,0.943599466,0.000549217,0.427807651,0,
96,0.855137409,0,1,0,0.672809587,0.829388085,0.368371852,0,0.267303051,0,0.384101406,0.777999884,0,0.909278388,0.508036116,0.481492475,0.753811428,0.740480398,0.209625447,0.025296148,0.000448523,0.301023162,0,0.121212121,
97,0.837038477,1,0,0,0.723047825,0.945205291,0.513952693,0.513296406,0.32318595,0.838194346,0.481882409,0.743256915,0,0.892304639,0.928388452,0.83640416,0.773243849,0.74030959,0.109837483,0.073793967,0.001522983,0.166044578,0.047515528,0.044117647,
98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.445921624,0,0,0,0,0,0,0,
99,0,1,0,0,0,0,0,0,0,0,0,0.790308134,1,0,0,0,0.73472564,0.723775413,0,0,0,0,0,0,
100,0,0,0,1,0,0.935944338,0,0,0,0,0,0,0,0,0,0,0.664803404,0,0,0.487034838,0,0,0,0,
101,0,0,0,0,0.772622918,0,0.56151413,0.519550717,0.182462719,0,0,0.694043679,0,0,0.740368454,0.755080761,0,0.764539385,0,0,0,0,0.108316393,0.009302326,
102,0.811529481,0,0,0,0.743451353,0.88821326,0.399948818,0.396254383,0.182462719,0.759438672,0.35918786,0.738503326,0,0.886625771,0.710547506,0.799212644,0.737307468,0.751031353,0.14213353,0.070894392,0.000406307,0.29780254,0.031156776,0.044444444,
103,0,1,0,0,0.75548688,0,0.351755583,0,0,0,0,0.790193345,0,0,0.372473384,0.566297189,0.781859772,0.777567023,0,0,0,0,0,0,
104,0,0,0,0,0.701311088,0.884641328,0,0,0,0,0,0,0,0,0,0,0.591518746,0.68715348,0,1,0,0,0,0,
105,0,0,0,0,0.890387466,0,0,0,0,0,0,0.83386024,0,0,0,0,0,0.882018209,0,0,0,0,0,0,
106,0.781960211,0,0,0,0.698963299,0.747815484,0.422346573,0.519550717,0.497545367,0,0.482752541,0.799668816,0,0.903142812,0.566721839,0.577287454,0.716301007,0.762013866,0.130902401,0.018471481,0.004417843,0.552279371,0.601617796,0.339285714,
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,0.825568092,0,0,0,0,0.787007552,0,0,0,0,0.791341709,0.796336538,0,0.889757741,0,0,0.75433499,0.742285589,0.129756035,0.014849558,0.320182684,0.227187695,0,0,
109,0,0,0,0,0,0.87561309,0.390445693,0.420835943,0.115121158,0,0,0,0,0,0.788301078,0.758851158,0.585481981,0,0,1,0,0,0.054315642,0.024390244,
110,0.793430575,0,0,0,0.591750642,0.83972813,0.440779625,0.331597094,0,0,0,0,0,0.962031788,0.783041796,0.706571325,0.766292352,0.579804768,0.062436449,0.022826299,0,0.498311458,0.048397405,0,
111,0,0,0,0,0,0.499610611,0.312941186,0.256648203,0.345363474,0,0,0.885158861,0,0,0.731403294,0.65996162,0.334066511,0.825079141,0,1,0,0,0.04334168,0.368421053,
112,0.8420742,0,0,0,0.767497312,0.958905879,0.742029605,0.688486059,0.695837651,0,0.406081712,0.778172999,0,0.89812148,1,1,0.751610332,0.77937655,0.17738202,0.13027021,0.000666636,0.268404195,0.030328304,0.053497942,
