,bonus,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,restricted_stock,salary,shared_receipt_with_poi,to_messages,total_payments,total_stock_value,bonus_ratio,expenses_ratio,other_ratio,salary_ratio,to_poi_ratio,from_poi_ratio,stock_to_salary
50,0.0,-0.27257523367665126,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,0.03174740590188475,-0.2891002895104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3.0,0.5579638357137124,3.0,2.0,1.0,3.0,2.0,3.0,0.47628466180351536,2.0,1.0,1.0,0.5629266315057824,0.32129523396748627,3.0,2.0,3.0,2.0,3.0,4.0,2.0
52,4.0,0.7056607559883092,4.0,4.0,4.0,4.0,3.0,1.0,0.76632971130531,4.0,4.0,4.0,0.6201533483149035,0.572900003884383,3.0,3.0,1.0,2.0,3.0,2.0,3.0
53,1.0,0.5463956860218719,0.0,1.0,1.0,3.0,1.0,3.0,0.6092945375098956,2.0,2.0,1.0,0.29669847186593074,0.3749969297512598,4.0,0.0,4.0,4.0,2.0,4.0,2.0
54,2.0,-1.5496995014454849,0.0,2.0,3.0,3.0,3.0,3.0,0.6413398623195,3.0,4.0,3.0,0.5602457225315259,0.2709169310206714,2.0,0.0,3.0,2.0,2.0,4.0,1.0
55,0.0,0.7057953862065005,1.0,0.0,0.0,0.0,0.0,0.0,0.6777243370037052,2.0,0.0,0.0,0.1878950585780745,0.5287018612194653,0.0,3.0,0.0,4.0,0.0,0.0,3.0
56,0.0,-1.5496995014454849,1.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.822090145296503,-2.4564562741612646,0.0,4.0,0.0,0.0,0.0,0.0,0.0
57,1.0,0.6091700345697298,3.0,4.0,3.0,4.0,0.0,1.0,0.55216114607996,1.0,3.0,3.0,0.5831275241350194,0.3176756224701971,1.0,2.0,1.0,2.0,3.0,3.0,2.0
58,4.0,0.9288210712196441,1.0,0.0,0.0,0.0,4.0,4.0,0.9300145423760381,3.0,0.0,0.0,0.8122893528854651,0.8224320756483805,1.0,1.0,4.0,1.0,0.0,0.0,4.0
59,3.0,0.7764750865826038,0.0,4.0,4.0,4.0,3.0,4.0,0.6838375718808586,4.0,4.0,4.0,0.6424103467467674,0.5941711886383548,2.0,0.0,3.0,2.0,3.0,2.0,3.0
60,0.0,0.6736139280164931,0.0,2.0,1.0,1.0,0.0,0.0,0.6044154543473501,0.0,1.0,1.0,-2.215852834449801,0.47196684063839806,0.0,0.0,0.0,0.0,1.0,1.0,0.0
61,0.0,0.4734040511065116,0.0,0.0,0.0,0.0,0.0,0.0,0.388617132663637,0.0,0.0,0.0,-2.215852834449801,0.1432173057819028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.5859038677285333,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-2.215852834449801,0.28777876466115815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2.0,-1.5496995014454849,2.0,4.0,4.0,4.0,0.0,1.0,0.35551065732482257,2.0,4.0,4.0,0.46937214478085176,-0.07626150793682486,4.0,3.0,1.0,3.0,2.0,3.0,1.0
64,0.0,0.18433538489703097,0.0,1.0,1.0,1.0,0.0,0.0,0.396997394358504,0.0,1.0,2.0,-2.215852834449801,0.03769933660445732,0.0,0.0,0.0,0.0,1.0,1.0,0.0
65,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,3.0,-1.6040844713511089,0.0,0.0,0.0,0.27760040946043246,-2.4564562741612646,0.0,0.0,4.0,0.0,0.0,0.0,0.0
66,1.0,0.7099978448806568,0.0,2.0,2.0,2.0,1.0,2.0,0.5432121863388463,3.0,2.0,1.0,0.48208073808512203,0.4896346624346398,1.0,0.0,2.0,4.0,3.0,3.0,3.0
67,2.0,0.365261390783044,3.0,0.0,0.0,0.0,1.0,4.0,0.5788635074005775,3.0,0.0,0.0,0.5262223125907465,0.26178660873012743,3.0,2.0,3.0,3.0,0.0,0.0,1.0
68,4.0,0.5509961646599743,4.0,4.0,4.0,4.0,4.0,2.0,0.5933319002042818,4.0,3.0,4.0,0.7385639064323286,0.29907477850241976,1.0,2.0,2.0,1.0,3.0,2.0,1.0
69,3.0,0.8610302257985845,3.0,3.0,2.0,1.0,3.0,1.0,0.7744996975964573,4.0,2.0,2.0,0.5898653015780272,0.7032094606522372,3.0,2.0,1.0,3.0,2.0,1.0,4.0
70,0.0,-0.10016867872432786,0.0,0.0,0.0,0.0,0.0,0.0,0.2707661413791467,0.0,0.0,0.0,-2.215852834449801,-0.15455819211606905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.0,0.6703014628817848,4.0,0.0,0.0,0.0,0.0,4.0,1.1396192551125466,4.0,0.0,0.0,0.604021336413079,0.8942916895570693,1.0,3.0,4.0,2.0,0.0,0.0,4.0
72,0.0,0.49680991339143626,0.0,0.0,0.0,0.0,0.0,0.0,0.18028220733268852,0.0,0.0,0.0,-0.007608187358400739,0.17329367123593603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,-1.5496995014454849,1.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.004740487872971476,-2.4564562741612646,0.0,2.0,0.0,0.0,0.0,0.0,0.0
74,0.0,-1.5496995014454849,1.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-1.2410535878328852,-2.4564562741612646,0.0,4.0,0.0,0.0,0.0,0.0,0.0
75,4.0,0.6869990253255852,4.0,4.0,4.0,4.0,3.0,2.0,0.6240538127993243,4.0,3.0,4.0,0.6920063391998945,0.4911670819731088,4.0,3.0,1.0,1.0,3.0,2.0,3.0
76,0.0,0.35561696998367054,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.10580110609489347,-0.008138250124967984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.7594599360754334,1.0,1.0,1.0,3.0,0.0,0.0,-1.6040844713511089,1.0,1.0,1.0,0.6959110150369353,0.5107970698542389,0.0,1.0,0.0,1.0,4.0,4.0,4.0
78,3.0,1.0601761693819844,2.0,0.0,0.0,0.0,0.0,4.0,1.0572823314774058,3.0,0.0,0.0,0.69736082822766,0.9860654042137391,1.0,1.0,4.0,1.0,0.0,0.0,4.0
79,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,0.06130145771627487,-2.4564562741612646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2.0,0.7070177158548342,4.0,3.0,2.0,3.0,1.0,1.0,0.695981719517402,4.0,3.0,3.0,0.529806997054596,0.5376953570941324,3.0,3.0,1.0,4.0,2.0,4.0,3.0
81,2.0,0.8118048171456315,0.0,2.0,1.0,1.0,0.0,0.0,0.6054926256618415,3.0,2.0,2.0,0.49275632054316765,0.6111273435804477,3.0,0.0,0.0,3.0,1.0,1.0,3.0
82,0.0,0.5849476686393632,0.0,2.0,3.0,2.0,0.0,0.0,0.5322240325573396,0.0,2.0,2.0,-2.215852834449801,0.36619399552381343,0.0,0.0,0.0,0.0,3.0,3.0,0.0
83,3.0,0.5220766729443275,4.0,3.0,3.0,1.0,0.0,2.0,0.564540761969872,3.0,3.0,3.0,0.5293947076167205,0.3326642735632468,4.0,4.0,3.0,3.0,3.0,1.0,2.0
84,0.0,0.4732111299905004,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.022736926450573652,0.14296940352911164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,-1.5496995014454849,3.0,0.0,0.0,0.0,1.0,4.0,0.5418149147188633,1.0,0.0,0.0,0.4225776166417112,0.1500303479090573,0.0,3.0,4.0,1.0,0.0,0.0,2.0
86,0.0,0.751118308385974,2.0,1.0,2.0,2.0,2.0,4.0,0.9173625954755176,1.0,2.0,1.0,0.6085246234022706,0.7004763689748633,0.0,1.0,4.0,1.0,3.0,4.0,4.0
87,3.0,0.740332024432571,2.0,4.0,4.0,4.0,2.0,2.0,0.93782237516224,4.0,4.0,4.0,0.584233485272653,0.7117745997864998,3.0,2.0,1.0,3.0,2.0,2.0,3.0
88,1.0,0.67805146243704,0.0,0.0,0.0,0.0,3.0,1.0,-1.6040844713511089,1.0,0.0,0.0,0.4753675469548104,0.40618776410008267,1.0,0.0,1.0,2.0,0.0,0.0,3.0
89,1.0,0.5648074289847353,2.0,1.0,1.0,3.0,3.0,3.0,0.6937377818720075,1.0,3.0,2.0,0.5430962460455203,0.44144386438490507,1.0,2.0,3.0,2.0,1.0,4.0,3.0
90,3.0,0.9609846620866243,2.0,0.0,0.0,0.0,3.0,4.0,0.35551065732482257,3.0,0.0,0.0,0.6434371126863461,0.7728491395290182,2.0,2.0,3.0,2.0,0.0,0.0,4.0
91,3.0,-1.5496995014454849,3.0,1.0,2.0,1.0,0.0,0.0,-1.6040844713511089,3.0,1.0,1.0,0.4993812176185304,-2.4564562741612646,4.0,3.0,0.0,4.0,4.0,1.0,0.0
92,0.0,0.41549036563142366,1.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,0.14409145446318466,0.06879863459880477,0.0,2.0,0.0,0.0,0.0,0.0,0.0
93,0.0,-1.5496995014454849,0.0,1.0,2.0,1.0,0.0,0.0,0.38613645113011097,0.0,1.0,1.0,-0.4660196375483836,-0.039062316603832206,0.0,0.0,0.0,0.0,3.0,1.0,0.0
94,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,0.0,0.6323061764554174,0.0,0.0,0.0,-2.215852834449801,0.006424352083684366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.8497353625019993,3.0,2.0,3.0,1.0,0.0,4.0,0.7952040708097144,1.0,2.0,2.0,0.45844287635272013,0.6793359736648457,0.0,3.0,4.0,1.0,4.0,1.0,4.0
96,3.0,0.2916214923888613,2.0,2.0,1.0,2.0,0.0,1.0,0.5388197989160585,4.0,1.0,1.0,0.49430656779898313,0.2012596768820492,4.0,2.0,1.0,4.0,1.0,3.0,1.0
97,2.0,0.4291116875034488,4.0,3.0,2.0,2.0,2.0,2.0,0.4431245974516192,2.0,4.0,4.0,0.5641714680827016,0.2006466150713099,2.0,3.0,2.0,2.0,1.0,2.0,1.0
98,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.6126419564528379,-2.4564562741612646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,0.0,0.5727213508051149,0.0,0.0,0.0,0.42568791048236654,0.14130251422809192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,-1.5496995014454849,4.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,0.17429824401146446,-2.4564562741612646,0.0,4.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.5647870143054193,0.0,3.0,2.0,2.0,0.0,0.0,0.30757283809589614,0.0,2.0,3.0,-2.215852834449801,0.2876116635727553,0.0,0.0,0.0,0.0,2.0,2.0,0.0
102,1.0,0.4849513257411347,3.0,2.0,2.0,2.0,1.0,1.0,0.4300314268081438,2.0,2.0,3.0,0.43497029250476116,0.23912893343482236,3.0,3.0,1.0,4.0,1.0,2.0,1.0
103,0.0,0.5178897233572021,0.0,2.0,1.0,1.0,0.0,0.0,0.5724051776175169,0.0,1.0,1.0,0.5951480784254587,0.3343701738382558,0.0,0.0,0.0,0.0,1.0,1.0,0.0
104,0.0,0.3696233717671172,3.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-0.08918025835662496,0.009859875883245484,0.0,4.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.8870807765323676,0.0,0.0,0.0,0.0,0.0,0.0,0.6926802284105855,0.0,0.0,0.0,-2.215852834449801,0.7092640754874298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1.0,0.3631980269252233,1.0,3.0,2.0,3.0,0.0,2.0,0.5985041894832653,3.0,1.0,1.0,0.3594462878837759,0.27854712599856113,2.0,2.0,2.0,4.0,4.0,4.0,1.0
107,0.0,-1.5496995014454849,0.0,0.0,0.0,0.0,0.0,0.0,-1.6040844713511089,0.0,0.0,0.0,-2.215852834449801,-2.4564562741612646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2.0,-1.5496995014454849,1.0,0.0,0.0,0.0,0.0,3.0,0.5893258403479263,2.0,0.0,0.0,0.49618891660889725,0.20773882802616414,2.0,1.0,3.0,3.0,0.0,0.0,1.0
109,0.0,-1.5496995014454849,3.0,2.0,2.0,2.0,0.0,0.0,-1.6040844713511089,0.0,3.0,3.0,-0.11088408973876254,-2.4564562741612646,0.0,4.0,0.0,0.0,1.0,2.0,0.0
110,1.0,0.06978229800450013,2.0,3.0,1.0,1.0,0.0,0.0,-1.6040844713511089,4.0,3.0,2.0,0.5391789215821448,-0.37543375708932186,1.0,2.0,0.0,4.0,1.0,1.0,1.0
111,0.0,-1.5496995014454849,1.0,1.0,1.0,2.0,0.0,0.0,0.8339759230024361,0.0,2.0,2.0,-1.0147918493943837,0.5048996230134949,0.0,4.0,0.0,0.0,1.0,4.0,0.0
112,2.0,0.5507594402063221,4.0,4.0,3.0,4.0,0.0,1.0,0.5392966251416296,3.0,4.0,4.0,0.486393021369159,0.34086488969401385,3.0,4.0,1.0,4.0,1.0,2.0,2.0
