,bonus,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,restricted_stock,salary,shared_receipt_with_poi,to_messages,total_payments,total_stock_value,bonus_ratio,expenses_ratio,other_ratio,salary_ratio,to_poi_ratio,from_poi_ratio,stock_to_salary
26,1.0,0.6513769279067327,0.25,1.0,1.0,1.0,0.0,0.75,0.7906783727188368,0.75,1.0,1.0,0.8160095293207149,0.746063494763858,1.0,0.25,0.5,0.25,0.75,0.75,0.25
27,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0
28,0.25,0.0,0.5,0.25,0.25,0.5,0.0,0.25,0.0,0.5,0.25,0.25,0.6868296879193826,0.0,0.25,1.0,0.5,1.0,1.0,0.75,0.0
29,0.25,0.7868230167025885,1.0,1.0,0.75,1.0,0.5,0.5,0.7114479181538232,0.75,0.5,1.0,0.7530897625635053,0.7787457868687365,0.5,0.75,0.5,1.0,0.5,0.5,0.5
30,0.0,0.6627471911043906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649368085287777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.25,0.0,0.75,0.75,0.25,0.25,0.25,1.0,0.811680787406758,0.25,0.5,0.25,0.7225761642522441,0.756588355183002,0.5,1.0,1.0,1.0,0.5,0.25,0.5
32,0.5,0.8176757337628592,0.5,0.25,1.0,0.5,1.0,0.5,0.7360103275513566,0.5,0.5,0.5,0.7886055197230233,0.808080502061734,0.5,0.25,0.5,0.25,1.0,1.0,0.75
33,1.0,0.8783268023441184,0.75,1.0,1.0,1.0,1.0,0.5,0.8374126203818089,1.0,1.0,1.0,0.8756007790998003,0.8728516073048002,1.0,0.25,0.25,0.25,1.0,0.75,1.0
34,0.5,0.5626429790896446,0.5,0.75,1.0,0.5,0.5,0.5,0.7186054480321256,0.25,0.5,0.5,0.7588465978422579,0.6763568312710467,0.75,0.5,0.5,0.5,1.0,0.5,0.25
35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686284060208207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0.5,0.8214456280809381,0.25,0.75,1.0,0.75,0.75,0.25,0.7669551114355501,0.5,0.75,0.75,0.7672134297679856,0.8153114301141198,0.5,0.25,0.25,0.75,1.0,0.75,0.75
37,0.0,0.9123765773998552,0.25,1.0,1.0,1.0,0.0,0.0,0.7785109226283866,0.25,0.75,0.75,0.6297281736880326,0.8967548922475291,0.0,1.0,0.0,1.0,1.0,0.75,1.0
38,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547307521531532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.7727442425074232,0.0,0.5,0.75,0.0,0.7202946090220077,0.0,0.0,0.0,0.0,0.5,0.5,0.0
40,0.0,0.8232616666400463,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.740414981771111,0.8066421998198483,0.0,0.0,0.5,0.25,0.0,0.0,1.0
41,0.0,0.7452086788432662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6165758493345522,0.7301648945714858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.8381254331677088,0.25,1.0,0.25,0.25,1.0,1.0,0.0,1.0,0.5,0.75,0.8639397079801197,0.8212059063730948,0.0,0.25,1.0,0.25,0.25,0.25,0.5
43,0.0,0.7345957229408075,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.6561900570644271,0.7197661860652468,0.0,0.0,0.0,0.0,0.25,0.25,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.25,0.0,0.0,0.7559937311114014,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0
45,0.25,0.887662241609206,1.0,0.0,0.0,0.0,0.0,0.5,0.8721361290591781,0.25,0.0,0.0,0.6644600327760115,0.8873414207922569,1.0,1.0,0.75,1.0,0.0,0.0,1.0
46,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.75,0.7840248964984021,0.75,0.0,0.0,0.761596894904039,0.7308095941994827,0.75,0.25,0.75,0.75,0.0,0.0,0.25
47,1.0,0.8646956908715902,0.75,1.0,1.0,0.75,0.75,0.75,0.8992108127822817,1.0,1.0,1.0,0.8321723851203449,0.8820298399502278,1.0,0.25,0.75,0.5,0.75,0.5,0.75
48,0.25,0.7668873973809365,0.5,0.0,0.0,0.0,1.0,0.75,0.7825394437697308,0.25,0.0,0.0,0.8022425593142769,0.7806179953351189,0.25,0.25,0.5,0.25,0.0,0.0,0.5
49,1.0,0.7993459122636271,0.0,0.25,0.5,0.25,1.0,0.25,0.7751199066851003,0.5,0.25,0.25,0.8116376531764178,0.7997902870330057,0.25,0.0,0.25,0.25,1.0,0.25,0.5
50,0.0,0.4666548930917717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6251539097688847,0.6038585957234979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.75,0.770129762700195,0.75,0.5,0.25,0.75,0.5,0.75,0.7552959624748582,0.5,0.25,0.25,0.7728976071188751,0.773924143909225,0.75,0.5,0.75,0.5,0.75,1.0,0.5
52,1.0,0.824097487126211,1.0,1.0,1.0,1.0,0.75,0.25,0.8605993201017489,1.0,1.0,1.0,0.7888148085473912,0.8440250890771346,0.75,0.75,0.25,0.5,0.75,0.5,0.75
53,0.25,0.7659028179979801,0.0,0.25,0.25,0.75,0.25,0.75,0.8035863454118392,0.5,0.5,0.25,0.6988481512141249,0.7888862594239884,1.0,0.0,1.0,1.0,0.5,1.0,0.5
54,0.5,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.8152206770596019,0.75,1.0,0.75,0.7721519314880838,0.7598879765754599,0.5,0.0,0.75,0.5,0.5,1.0,0.25
55,0.0,0.8241466803423,0.25,0.0,0.0,0.0,0.0,0.0,0.8284303745059763,0.5,0.0,0.0,0.6685852610471172,0.8317108091193254,0.0,0.75,0.0,1.0,0.0,0.0,0.75
56,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38766511000098614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,0.25,0.7888402545887697,0.75,1.0,0.75,1.0,0.0,0.25,0.7828435747266721,0.25,0.75,0.75,0.7785163407269534,0.7729156646694061,0.25,0.5,0.25,0.5,0.75,0.75,0.5
58,1.0,0.9056391629637062,0.25,0.0,0.0,0.0,1.0,1.0,0.9200265102363332,0.75,0.0,0.0,0.8422560621601174,0.9135485487720383,0.25,0.25,1.0,0.25,0.0,0.0,1.0
59,0.75,0.8499726934055324,0.0,1.0,1.0,1.0,0.75,1.0,0.8306498371709375,1.0,1.0,1.0,0.795005433258849,0.8499515671665093,0.5,0.0,0.75,0.5,0.75,0.5,0.75
60,0.0,0.8123877346310645,0.0,0.5,0.25,0.25,0.0,0.0,0.8018149521746872,0.0,0.25,0.25,0.0,0.815903562825198,0.0,0.0,0.0,0.0,0.25,0.25,0.0
61,0.0,0.7392320354847577,0.0,0.0,0.0,0.0,0.0,0.0,0.7234675096564441,0.0,0.0,0.0,0.0,0.7243089037709887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.7803389122574539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764585941863847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.25,0.7114479181538232,0.5,1.0,1.0,0.74687609666408,0.6631587423845564,1.0,0.75,0.25,0.75,0.5,0.75,0.25
64,0.0,0.6336077740635636,0.0,0.25,0.25,0.25,0.0,0.0,0.7265100359666753,0.0,0.25,0.5,0.0,0.6949099803166343,0.0,0.0,0.0,0.0,0.25,0.25,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.6935361619344214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,0.25,0.825682237964063,0.0,0.5,0.5,0.5,0.25,0.5,0.7795945776842271,0.75,0.5,0.25,0.7504109008740065,0.8208260887669114,0.25,0.0,0.5,1.0,0.75,0.75,0.75
67,0.5,0.6997172420809241,0.75,0.0,0.0,0.0,0.25,1.0,0.7925380973825744,0.75,0.0,0.0,0.7626885636852668,0.7573441288476678,0.75,0.5,0.75,0.75,0.0,0.0,0.25
68,1.0,0.7675838101466809,1.0,1.0,1.0,1.0,1.0,0.5,0.7977909722180933,1.0,0.75,1.0,0.8217498572433467,0.7677331844505585,0.25,0.5,0.5,0.25,0.75,0.5,0.25
69,0.75,0.8808687232179856,0.75,0.75,0.5,0.25,0.75,0.25,0.8635655041124785,1.0,0.5,0.5,0.7803904052674475,0.8803313009456958,0.75,0.5,0.25,0.75,0.5,0.25,1.0
70,0.0,0.5296513958597857,0.0,0.0,0.0,0.0,0.0,0.0,0.6806806904942798,0.0,0.0,0.0,0.0,0.6413440861429788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.25,0.8111773762483144,1.0,0.0,0.0,0.0,0.0,1.0,0.9961253095900442,1.0,0.0,0.0,0.7843278049727316,0.9335697385772393,0.25,0.75,1.0,0.5,0.0,0.0,1.0
72,0.0,0.7477844218405302,0.0,0.0,0.0,0.0,0.0,0.0,0.6478297175755946,0.0,0.0,0.0,0.6142074333643033,0.7326886401577017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6150050634380025,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711334290331694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,1.0,0.8172785830092804,1.0,1.0,1.0,1.0,0.75,0.5,0.8089448276434306,1.0,0.75,1.0,0.8088002033582191,0.8212530443372527,1.0,0.75,0.25,0.25,0.75,0.5,0.75
76,0.0,0.6961932184047267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5868957762654716,0.6821389261151974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.8437554415364282,0.25,0.25,0.25,0.75,0.0,0.0,0.0,0.25,0.25,0.25,0.8098862609773997,0.826722259823733,0.0,0.25,0.0,0.25,1.0,1.0,1.0
78,0.75,0.953635666387053,0.5,0.0,0.0,0.0,0.0,1.0,0.9662321790906886,0.75,0.0,0.0,0.8102895161329847,0.9591393020681362,0.25,0.25,1.0,0.25,0.0,0.0,1.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333741576179361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.8245933135523654,1.0,0.75,0.5,0.75,0.25,0.25,0.8350588747457601,1.0,0.75,0.75,0.7636856179957401,0.8342165349105578,0.75,0.75,0.25,1.0,0.5,1.0,0.75
81,0.5,0.8628820022761982,0.0,0.5,0.25,0.25,0.0,0.0,0.8022060285138634,0.75,0.5,0.5,0.7533802376772732,0.8546758118151574,0.75,0.0,0.0,0.75,0.25,0.25,0.75
82,0.0,0.7799895218379056,0.0,0.5,0.75,0.5,0.0,0.0,0.7756052336519784,0.0,0.5,0.5,0.0,0.7864336270283515,0.0,0.0,0.0,0.0,0.75,0.75,0.0
83,0.75,0.7570167708573795,1.0,0.75,0.75,0.25,0.0,0.5,0.7873381010824163,0.75,0.75,0.75,0.7635709426413702,0.7770917325903833,1.0,1.0,0.75,0.75,0.75,0.25,0.5
84,0.0,0.7391615430628067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6099994829363101,0.7242398344038393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.0,0.779087286167431,0.25,0.0,0.0,0.733860533799842,0.7262071217290189,0.0,0.75,1.0,0.25,0.0,0.0,0.5
86,0.0,0.8407074520213308,0.5,0.25,0.5,0.5,0.5,1.0,0.9154331117576128,0.25,0.5,0.25,0.7855803619966906,0.8795698197151224,0.0,0.25,1.0,0.25,0.75,1.0,1.0
87,0.75,0.8367661971942446,0.5,1.0,1.0,1.0,0.5,0.5,0.922861211292561,1.0,1.0,1.0,0.7788239558966048,0.8827176799837593,0.75,0.5,0.25,0.75,0.5,0.5,0.75
88,0.25,0.8140091877682983,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.0,0.0,0.7485436748403043,0.7975765039259124,0.25,0.0,0.25,0.5,0.0,0.0,0.75
89,0.25,0.7726303778453695,0.5,0.25,0.25,0.75,0.75,0.75,0.8342441938237058,0.25,0.75,0.5,0.7673819274263124,0.8073993938246888,0.25,0.5,0.75,0.5,0.25,1.0,0.75
90,0.75,0.9173915800434471,0.5,0.0,0.0,0.0,0.75,1.0,0.7114479181538232,0.75,0.0,0.0,0.7952910208513493,0.8997339828267447,0.5,0.5,0.75,0.5,0.0,0.0,1.0
91,0.75,0.0,0.75,0.25,0.5,0.25,0.0,0.0,0.0,0.75,0.25,0.25,0.7552229053519446,0.0,1.0,0.75,0.0,1.0,1.0,0.25,0.0
92,0.0,0.7180706611486939,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6564016022795301,0.703574721387252,0.0,0.5,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.7225668768232617,0.0,0.25,0.25,0.48670357159026695,0.6735230072305131,0.0,0.0,0.0,0.0,0.75,0.25,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8119409194672262,0.0,0.0,0.0,0.0,0.6861962902870611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.8767416360134159,0.75,0.5,0.75,0.25,0.0,1.0,0.8710824054375008,0.25,0.5,0.5,0.743836198925107,0.873679781569403,0.0,0.75,1.0,0.25,1.0,0.25,1.0
96,0.75,0.6728095872976808,0.5,0.5,0.25,0.5,0.0,0.25,0.7779998835344315,1.0,0.25,0.25,0.7538114278487648,0.7404803979570914,1.0,0.5,0.25,1.0,0.25,0.75,0.25
97,0.5,0.7230478248142652,1.0,0.75,0.5,0.5,0.5,0.5,0.7432569150186912,0.5,1.0,1.0,0.7732438494973519,0.7403095895404093,0.5,0.75,0.5,0.5,0.25,0.5,0.25
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459216236811684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903081344382548,0.0,0.0,0.0,0.7347256397560112,0.7237754134966746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6648034044544214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.7726229184224817,0.0,0.75,0.5,0.5,0.0,0.0,0.6940436792923507,0.0,0.5,0.75,0.0,0.7645393849395108,0.0,0.0,0.0,0.0,0.5,0.5,0.0
102,0.25,0.7434513525442755,0.75,0.5,0.5,0.5,0.25,0.25,0.7385033264533699,0.5,0.5,0.75,0.7373074678360618,0.7510313532431628,0.75,0.75,0.25,1.0,0.25,0.5,0.25
103,0.0,0.7554868801793376,0.0,0.5,0.25,0.25,0.0,0.0,0.7901933450346676,0.0,0.25,0.25,0.7818597718128486,0.7775670225528105,0.0,0.0,0.0,0.0,0.25,0.25,0.0
104,0.0,0.7013110883660215,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5915187460270455,0.6871534798728374,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.8903874656571167,0.0,0.0,0.0,0.0,0.0,0.0,0.8338602399153424,0.0,0.0,0.0,0.0,0.8820182094360032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.25,0.698963299128949,0.25,0.75,0.5,0.75,0.0,0.5,0.7996688164654958,0.75,0.25,0.25,0.7163010068459951,0.7620138658419559,0.5,0.5,0.5,1.0,1.0,1.0,0.25
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.7963365376243874,0.5,0.0,0.0,0.7543349896890511,0.7422855887698022,0.5,0.25,0.75,0.75,0.0,0.0,0.25
109,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.5854819807687427,0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.0
110,0.25,0.5917506424857911,0.5,0.75,0.25,0.25,0.0,0.0,0.0,1.0,0.75,0.5,0.7662923516823049,0.5798047684494583,0.25,0.5,0.0,1.0,0.25,0.25,0.25
111,0.0,0.0,0.25,0.25,0.25,0.5,0.0,0.0,0.885158860885784,0.0,0.5,0.5,0.3340665111162187,0.8250791407455447,0.0,1.0,0.0,0.0,0.25,1.0,0.0
112,0.5,0.7674973122017281,1.0,1.0,0.75,1.0,0.0,0.25,0.7781729994095118,0.75,1.0,1.0,0.751610331585326,0.7793765499327407,0.75,1.0,0.25,1.0,0.25,0.5,0.5
